9175,Extremely Loud & Incredibly Close,A year after his father's death Oskar a troubled young boy discovers a mysterious key he believes was left for him by his father and embarks on a scavenger hunt to find the matching lock.
9176,Street Fighter The Legend of Chun-Li,When a teenager Chun-Li witnesses the kidnapping of her father by wealthy crime lord M. Bison. When she grows up she goes on a quest for vengeance and becomes the famous crime-fighter of the Street Fighter universe.
9177,La Jetée,A man is sent back and forth and in and out of time in an experiment that attempts to unravel the fate and the solution to the problems of a post-apocalyptic world during the aftermath of WW3. The experiment results in him getting caught up in a perpetual reminiscence of past events that are recreated on an airport’s viewing pier.
9178,The Haunting in Connecticut,When the Campbell family moves to upstate Connecticut they soon learn that their charming Victorian home has a disturbing history: not only was the house a transformed funeral parlor where inconceivable acts occurred but the owner's clairvoyant son Jonah served as a demonic messenger providing a gateway for spiritual entities to crossover.
9179,This Is Spinal Tap,"This Is Spinal Tap" shines a light on the self-contained universe of a metal band struggling to get back on the charts including everything from its complicated history of ups and downs gold albums name changes and undersold concert dates along with the full host of requisite groupies promoters hangers-on and historians sessions release events and those special behind-the-scenes moments that keep it all real.
9180,The Haunting in Connecticut,When the Campbell family moves to upstate Connecticut they soon learn that their charming Victorian home has a disturbing history: not only was the house a transformed funeral parlor where inconceivable acts occurred but the owner's clairvoyant son Jonah served as a demonic messenger providing a gateway for spiritual entities to crossover.
9181,This Is Spinal Tap,"This Is Spinal Tap" shines a light on the self-contained universe of a metal band struggling to get back on the charts including everything from its complicated history of ups and downs gold albums name changes and undersold concert dates along with the full host of requisite groupies promoters hangers-on and historians sessions release events and those special behind-the-scenes moments that keep it all real.
9182,Vampyr,A student of the occult encounters supernatural haunts and local evildoers in a village outside of Paris.
9183,Electric Dreams,Miles buys himself a state-of-the-art computer that starts expressing thoughts and emotions after a having champagne spilled on him. Things start getting out of hand when both Miles and Edgar the computer fall in love with Madeline an attractive neighbour.
9184,The Gunfighter,The fastest gun in the West tries to escape his reputation.
9185,The Conjuring Last Rites,The next chapter in the story of Ed and Lorraine Warren.
9186,Brothers by Blood,Peter and Michael raised on the streets of Philadelphia are the children of Irish mob members forever linked by the crimes of their fathers. 30 years later Michael now runs the criminal organization and lusts for more power his dangerous antics frequently held in check by his cautious cousin Peter. Haunted by the death of his sister whose passing destroyed both his parents Peter is caught between the dreams of childhood and the realities of his life as an enforcer. His only reprieve is a local boxing gym a sanctuary that is quickly threatened as Michael’s desire for control escalates.
9187,Bogus,Recently orphaned a young boy is taken in by his godmother who is shocked to realize that she can see the boy's imaginary friend: a flamboyant French magician named Bogus.
9188,The Fly II,Martin Brundle born of the human/fly is adopted by his father's place of employment (Bartok Inc.) while the employees simply wait for his mutant chromosomes to come out of their dormant state.
9189,The Wing or the Thigh?,Charles Duchemin a well-known gourmet and publisher of a famous restaurant guide is waging a war against fast food entrepreneur Tri- catel to save the French art of cooking. After having agreed to appear on a talk show to show his skills in naming food and wine by taste he is confronted with two disasters: his son wants to become a clown rather than a restaurant tester and he the famous Charles Duchemin has lost his taste!
9190,Faces Places,Director Agnès Varda and photographer/muralist JR journey through rural France and form an unlikely friendship.
9191,The Big Risk,On crowded Milan streets two men execute a split-second payroll heist-in broad daylight-then begin a lightning-paced getaway via every conveyance available. But after all when a tough guy's returning to France (where he's been sentenced to death in absentia) after holing up in Italy for nearly a decade he's got to have some startup money--particularly if he's going back with the wife and kids.
9192,The Last Survivors,In the near future society collapses and water becomes scarce. When a greedy water baron starts violently clearing out survivors Kendal a 17-year-old teenager fights the baron's henchman to keep a well open.
9193,Life on the Line,As a huge electrical storm sweeps towards Texas lineman Beau Ginner is haunted by memories of his brother's death by lightning years earlier. Since that tragic day he has raised his niece Bailey and risen to foreman of a lineman team. However there is friction when Bailey's on-off boyfriend Duncan joins the crew while another new recruit is hiding PTSD symptoms. Beau and his team are soon putting their lives at risk in a race to replace miles of power cables to keep the electrical grid running before the deadly lightning storm strikes. Based on a true story; this film is a tribute to the heroes who risk it all to keep us safe.
9194,Bulletproof Monk,A mysterious and immortal Tibetan kung fu master who has spent the last 60 years traveling around the world protecting the ancient Scroll of the Ultimate mentors a selfish street kid in the ancient intricacies of kung fu.
9195,Sahara,A young cobra and his scorpion best friend go on a journey across the Sahara desert to save a new-found love.
9196,Charlie Wilson's War,The true story of Texas congressman Charlie Wilson's covert dealings in Afghanistan where his efforts to assist rebels in their war with the Soviets had some unforeseen and long-reaching effects.
9197,Barbie Mermaid Power,Join Barbie “Brooklyn” Roberts Barbie “Malibu” Roberts and her sisters Skipper Stacie and Chelsea on an underwater adventure as they transform into mermaids to help save the world of Pacifica! In Barbie Mermaid Power™ Barbie and Barbie are summoned by Isla (from Dolphin Magic) to compete to be the underwater Power Keeper in a series of challenges designed to find their inner powers. Through these competitions they discover whether they are mermaids of Earth Air Water or Fire all while making new animal and mermaid friends. In this fish-tale of friendship adventure and bravery Barbie Barbie and family experience first-hand what it’s like to balance the worlds above and below the sea and learn a lesson in finding their inner powers along the way.
9198,LEGO DC Shazam! Magic and Monsters,It’s high time the Justice League took notice of Shazam but joining the world’s greatest team of superheroes is a lot harder when they’ve all been turned into kids.
9199,Sana Ol Pulubi,I WISH EVERYONE HAS THIS KINDNESS TO GIVE TO THE NEEDY
9200,The Last Man on Earth,When a disease turns all of humanity into the living dead the last man on earth becomes a reluctant vampire hunter.
9201,The Queen,The Queen is an intimate behind the scenes glimpse at the interaction between HM Elizabeth II and Prime Minister Tony Blair during their struggle following the death of Diana to reach a compromise between what was a private tragedy for the Royal family and the public's demand for an overt display of mourning.
9202,Fathers and Daughters,A Pulitzer-winning writer grapples with being a widower and father after a mental breakdown while 27 years later his grown daughter struggles to forge connections of her own.
9203,The Bling Ring,Inspired by actual events a group of fame-obsessed teenagers use the Internet to track celebrities' whereabouts in order to rob their homes.
9204,Nixon,A look at President Richard M. Nixon—a man carrying the fate of the world on his shoulders while battling the self-destructive demands from within—spanning his troubled boyhood in California to the shocking Watergate scandal that would end his Presidency.
9205,Summer of 85,What do you dream of when you're 16-years-old and in a seaside resort in Normandy in the 1980s? A best friend? A lifelong teen pact? Scooting off on adventures on a boat or a motorbike? Living life at breakneck speed? No. You dream of death. Because you can't get a bigger kick than dying. And that's why you save it till the very end. The summer holidays are just beginning and this story recounts how Alexis grew into himself.
9206,One Piece Episode of Merry The Tale of One More Friend,On a test-run of the Mini Merry Usopp tells Brook the story of the Going Merry a ship that served the crew well. However to the Straw Hats the Going Merry was not just a ship: It was a priceless irreplaceable friend.  *Scenes have been recreated with brand-new animation.
9207,The Hound of the Baskervilles,On his uncle's death Sir Henry Baskerville returns from Canada to take charge of his ancestral hall on the desolate moors of Devonshire and finds that Sherlock Holmes is there to investigate the local belief that his uncle was killed by a monster hound that has roamed the moors since 1650 and is likely to strike again at Sir Henry.
9208,Dancer in the Dark,Selma a Czech immigrant on the verge of blindness struggles to make ends meet for herself and her son who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. When life gets too difficult Selma learns to cope through her love of musicals escaping life's troubles - even if just for a moment - by dreaming up little numbers to the rhythmic beats of her surroundings.
9209,Arbitrage,A troubled hedge fund magnate desperate to complete the sale of his trading empire makes an error that forces him to turn to an unlikely person for help.
9210,Blood and Black Lace,Isabella a young model is murdered by a mysterious masked figure at a fashion house in Rome. When her diary which details the house employees many vices disappears the masked killer begins killing off all the models in and around the house to find it.
9211,The Bélier Family,The whole Bélier family is deaf except for sixteen year old Paula who is the important translator in her parents' day to day life especially when it comes to matters concerning the family farm. When her music teacher discovers she has a fantastic singing voice and she gets an opportunity to enter a big Radio France contest the whole family's future is set up for big changes.
9212,Medellin,To save his little brother from the hands of dangerous narcos of the Medellín cartel Reda has a plan that is as simple as it is totally insane: put together a team and raid Colombia. But this adventure is going to get completely out of control when he decides to kidnap the son of the cartel leader to exchange him for his brother's life.
9213,Into the Grizzly Maze,Two estranged brothers reunite at their childhood home in the Alaskan wild. They set out on a two-day hike and are stalked by an unrelenting grizzly bear.
9214,Critters 3,As fanged furious furballs viciously invade an L.A. apartment building and sink their teeth into the low-rent tenants Josh leads the battle to beat back the conniving critters and save the planet.
9215,Tucker The Man and His Dream,Ypsilanti Michigan 1945. Engineer Preston Tucker dreams of designing the car of future but his innovative envision will be repeatedly sabotaged by his own unrealistic expectations and the Detroit automobile industry tycoons.
9216,Go for It,After Doug picks up hitchhiking Rosco with his truck they are mistaken for two bank robbers by the traffic police. They manage to escape  only to be confused for two secret agents while trying to take a flight at the airport.
9217,La Llorona,Accused of the genocide of Mayan people retired general Enrique is trapped in his mansion by massive protests. Abandoned by his staff the indignant old man and his family must face the devastating truth of his actions and the growing sense that a wrathful supernatural force is targeting them for his crimes.
9218,Once Upon a Time in China IV,Wong Fei Hung must deal with both foreign threats and the nationalist Red Lantern Society in this continuation of the popular kung fu series.
9219,The Lost Daughter,A woman's seaside vacation takes a dark turn when her obsession with a young mother forces her to confront secrets from her past.
9220,Life After Beth,Zach is devastated by the unexpected death of his girlfriend Beth. When she mysteriously returns he gets a second chance at love. Soon his whole world turns upside down...
9221,Royalteen,A teenager struggles to keep her scandal-ridden past and a big secret from getting out when she strikes up an unlikely romance with the crown prince.
9222,Paulie,Paulie a talking parrot recounts his travels looking for his original owner to a Russian janitor who helps him to the end of his journey.
9223,Beavis and Butt-Head Do America,Slacker duo Beavis and Butt-Head wake to discover their TV has been stolen. Their search for a new one takes them on a clueless adventure across America during which they manage to accidentally become America's most wanted.
9224,No Half Measures Creating the Final Season of Breaking Bad,A documentary about the making of season five of the acclaimed AMC series Breaking Bad.
9225,The Trust,A pair of cops investigating a drug invasion stumble upon a mysterious bank vault.
9226,Mentalese Express,Two reserved strangers form an unspoken mutual crush as they share their daily elevator rides to work but misunderstanding ensues as they dare not talk to each other.
9227,Vanishing Point,Kowalski works for a car delivery service and takes delivery of a 1970 Dodge Challenger to drive from Colorado to San Francisco. Shortly after pickup he takes a bet to get the car there in less than 15 hours.
9228,Sling Blade,Karl Childers a mentally disabled man has been in the custody of the state mental hospital since the age of 12 for killing his mother and her lover. Although thoroughly institutionalized he is deemed fit to be released into the outside world.
9229,My Favorite Martian,News producer Tim O'Hara gets himself fired for unwillingly compromising his bosses' daughter during a live transmission. A little later he witnesses the crashing of a small Martian spacecraft realizing his one-time chance of delivering a story that will rock the earth. Since Tim took the original but scaled-down spaceship with him the Martian follows him to retrieve it.
9230,Spider-Man Beyond the Spider-Verse,Taking place right after the events of Spider-Man: Across the Spider-Verse Gwen Stacy leads the newly reformed Spider-Gang in a race against the Spider-Society led by Miguel O'Hara to find Miles Morales who is trapped in the home dimension of the spider that bit him along with an alternate version of himself as the Prowler while the Spot begins his deadly attack in his dimension with far-reaching multiversal consequences.
9231,Nobody Sleeps in the Woods Tonight 2,When something horrible happens to the only survivor of a bloody massacre an insecure rookie cop must overcome his fears to stop further carnage.
9232,Chick Fight,When Anna Wyncomb is introduced to an underground all-female fight club in order to turn the mess of her life around she discovers she is much more personally connected to the history of the club than she could ever imagine.
9233,Bros,Two emotionally unavailable men attempt a relationship.
9234,I Am Not an Easy Man,The chauvinist Damien wakes up in a world where women and men have their roles reversed in society and everything is dominated by women.
9235,Used Cars,When the owner of a struggling used car lot is killed it's up to the lot's hot-shot salesman to save the property from falling into the hands of the owner's ruthless brother and used-car rival.
9236,Target Number One,Ex heroin junkie Daniel Léger gets involved in a drug deal with the wrong people for the wrong reasons. When the deal goes sour Daniel gets thrown into a Thai prison and slapped with a 100-year sentence. While he tries to survive his Bangkok incarceration the news of his conviction captures the attention of Globe and Mail journalist Victor Malarek who decides to go after the shady undercover cops responsible for wrongly accusing Daniel.
9237,Kickboxer 3 The Art of War,Kick-box champion David Sloan arrives in Rio de Janeiro for an exhibition fight. He and mentor Xian take pity on Brazilian rascal Marcos Coasta an urchin who offers guide services but routinely steals from tourists for himself and his older sister Isabella. David is shocked when he sees how his Argentinian opponent Marcelo needlessly abuses a courteous local sparing partner. That's the doing of his evil US manager Lane. He has nasty plans to force David to cheat and runs a white slavery racket.
9238,Blood and Money,A retired veteran hunting in the Allagash backcountry of Maine discovers a dead woman with a duffle bag full of money. He soon finds himself in a web of deceit and murder.
9239,The Dogs of War,Mercenary James Shannon on a reconnaissance job to the African nation of Zangaro is tortured and deported. He returns to lead a coup.
9240,The Dogs of War,Mercenary James Shannon on a reconnaissance job to the African nation of Zangaro is tortured and deported. He returns to lead a coup.
9241,The Adventurer The Curse of the Midas Box,Seventeen-year-old Mariah Mundi's life is turned upside down when his parents vanish and his younger brother is kidnapped. Following a trail of clues to the darkly majestic Prince Regent Hotel Mariah discovers a hidden realm of child-stealing monsters deadly secrets and a long-lost artefact that grants limitless wealth—but also devastating supernatural power. With the fate of his world and his family at stake Mariah will risk everything to unravel the Curse of the Midas Box.
9242,The Hoax,In what would cause a fantastic media frenzy Clifford Irving sells his bogus biography of Howard Hughes to a premiere publishing house in the early 1970s.
9243,Miss Potter,Beatrix Potter the author of the beloved children's book "The Tale of Peter Rabbit" struggles for love happiness and success.
9244,Simón,Simón a Venezuelan freedom fighter exiled in Miami copes not only with trauma but also deep guilt over a choice he must make: stay in Miami and start a new life or return home to the losing fight against a tyrannical regime.
9245,This Special Friendship,A tale of the tender relationship between a twelve-year-old boy and the fourteen-year-old upperclassman who is the object of his desire all set within the rigid atmosphere of a Jesuit-run school.
9246,Pauline at the Beach,Marion is about to divorce from her husband and takes her 15-year-old niece Pauline on a vacation to Granville. There she meets an old love...
9247,Realive,Marc a successful ambitious man is diagnosed with terminal cancer and is given a few months to live.  Unable to accept death he decides to cryogenically freeze himself. The love of his life is devastated. Seventy years later Marc becomes the first cryogenic resuscitated person in history. But this doesn't happen in the idealized way he dreamt of.
9248,Idol Sex LA Korean Women,Typhoon and Taeyang brothers are sharing. The visitor today is Jessica from LA. Applying for an idol audition is her purpose. She is so cheerful and open to the burden. The fatal temptation of a strange woman who appeared one day and the fate of the brothers shaking in front of her.
9249,Love in the Time of Cholera,In Colombia just after the Great War an old man falls from a ladder; dying he professes great love for his wife. After the funeral a man calls on the widow - she dismisses him angrily. Flash back more than 50 years to the day Florentino Ariza a telegraph boy falls in love with Fermina Daza the daughter of a mule trader.
9250,On Body and Soul,Two introverted people find out by pure chance that they share the same dream every night. They are puzzled incredulous a bit frightened. As they hesitantly accept this strange coincidence they try to recreate in broad daylight what happens in their dream.
9251,Cannibal,Carlos is a respectable man the most prestigious tailor in Granada Spain. His life is reduced to work and his main hobby is eating; but not just anything.
9252,Jack,Ten-year-old Jack has to take care of his little brother six-year-old Manuel every day from the time he gets up to the time he goes to bed. When Manuel suffers an accident their lives change forever.
9253,Rob Roy,In the highlands of Scotland in the 1700s Rob Roy tries to lead his small town to a better future by borrowing money from the local nobility to buy cattle to herd to market. When the money is stolen Rob is forced into a Robin Hood lifestyle to defend his family and honour.
9254,Pride and Glory,A saga centered on a multi-generational family of New York City Police officers. The family's moral codes are tested when Ray Tierney investigates a case that reveals an incendiary police corruption scandal involving his own brother-in-law. For Ray the truth is revelatory a Pandora's Box that threatens to upend not only the Tierney legacy but the entire NYPD.
9255,Haunted Hospital Heilstatten,Group of Youtubers enter an abandoned surgery ward for 24-hour challenge hoping to go viral. They will soon learn that they're not welcome.
9256,The Dog Who Saved the Holidays,It's a sun-soaked holiday season for the Bannister family as they travel to Southern California to stay with Aunt Barbara who surprises them with a new puppy named Eve. Everyone is smitten with Eve -- except for the Bannister's dog Zeus who sees what a mischievous animal she is when no one else is around. After deciding to run away Zeus sees Ted and Stewey two thrifty thieves trying to break into the family home while the Bannisters are at church. It's up to Zeus and his newest sister Eve to join together to save the holidays for their family!
9257,Encounter,A decorated Marine goes on a rescue mission to save his two young sons from an unhuman threat. As their journey takes them in increasingly dangerous directions the boys will need to leave their childhoods behind.
9258,Ek Tha Tiger,An Indian agent is sent to observe the actions of a scientist but the mission becomes complicated when he falls in love with the scientist's Pakistani caretaker.
9259,The Tinder Swindler,Posing as a wealthy jet-setting diamond mogul an Israeli conman wooed women online then conned them out of millions of dollars. Now some victims plan for payback.
9260,The Tinder Swindler,Posing as a wealthy jet-setting diamond mogul an Israeli conman wooed women online then conned them out of millions of dollars. Now some victims plan for payback.
9261,The Tribe,Deaf-mute Sergey enters a specialized boarding school for the deaf-and-dumb. In navigating through the school's hierarchy he encounters a corrupt underbelly of criminality known as The Tribe. By participating in several robberies he gets propelled higher into the organization when he meets one of the Chief’s concubines Anya and unwittingly breaks all the unwritten rules of the group.
9262,Kontroll,A tale about a strange young man Bulcsú and the fellow ticket inspectors on his team who work aboard the subterranean Budapest Metro. A tale about racing along the tracks and about a mysterious serial killer. And a tale about love.
9263,Baki Hanma VS Kengan Ashura,Crossover film based on the Baki Hanma and Kengan Ashura anime.
9264,Devil Angel,Chi Kit worked in a stock company. One day the stock market crashed and Chi Kit ran into bankruptcy. He called his girlfriend Siu Suen and told her everything. Siu Suen loved Chi Kit so much that she took all her savings and ran away with him to Singapore to hide away from their debts. Unfortunately Chi Kit met a wealthy woman with an interesting proposal and it changed everything.
9265,Flowers in the Attic,After the sudden death of their father four children face cruel treatment from their ruthless grandmother.
9266,Compliance,On a particularly busy day at a suburban Ohio fast food restaurant manager Sandra receives a phone call from a police officer saying that an employee has stolen money from a customer.
9267,Amy,A documentary on the life of Amy Winehouse the immensely talented yet doomed songstress. We see her from her teen years where she already showed her singing abilities to her finding success and then her downward spiral into alcoholism and drugs.
9268,Eastern Condors,A motley group of Chinese prisoners held in the US is sent on a covert mission with the promise of a pardon: to go deep into Vietnam and destroy a secret depot of missiles that the US left behind during the pull-out.
9269,The Three Musketeers,Athletic adaptation of Alexandre Dumas' classic adventure about the king's musketeers and their mission to protect France.
9270,Samurai Rebellion,The mother of a feudal lord's only heir is kidnapped away from her husband by the lord. The husband and his samurai father must decide whether to accept the unjust decision or risk death to get her back.
9271,Operation Mincemeat,In 1943 two British intelligence officers concoct Operation Mincemeat wherein their plan to drop a corpse with false papers off the coast of Spain would fool Nazi spies into believing the Allied forces were planning to attack by way of Greece rather than Sicily.
9272,The Twilight Samurai,Seibei Iguchi leads a difficult life as a low ranking samurai at the turn of the nineteenth century. A widower with a meager income Seibei struggles to take care of his two daughters and senile mother. New prospects seem to open up when the beautiful Tomoe a childhood friend comes back into he and his daughters' life but as the Japanese feudal system unravels Seibei is still bound by the code of honor of the samurai and by his own sense of social precedence. How can he find a way to do what is best for those he loves?
9273,The Royal Treatment,Isabella runs her own salon and isn’t afraid to speak her mind while Prince Thomas runs his own country and is about to marry for duty rather than love. When Izzy and her fellow stylists get the opportunity of a lifetime to do the hair for the royal wedding she and Prince Thomas learn that taking control of their own destiny requires following their hearts.
9274,My Friend Dahmer,Jeffrey Dahmer struggles with a difficult family life as a young boy. During his teenage years he slowly transforms edging closer to the serial killer he was to become.
9275,Le Gendarme de Saint-Tropez,The ambitious police officer Cruchot is transferred to St. Tropez. He's struggling with crimes such as persistent nude swimming but even more with his teenage daughter who's trying to impress her rich friends by telling them her father was a millionaire and owned a yacht in the harbor.
9276,One Piece Strong World Episode 0,The introductory chapter to the movie Strong World which depicts the events surrounding Gold Roger's execution.
9277,Lucid Dream,Dae-ho an investigative journalist seeks to track down the whereabouts of his son who was abducted three years ago. With the help of a detective and a psychiatrist friend he will retrace his memory of the incident through the use of lucid dreaming techniques.
9278,Fairy Tail Dragon Cry,Natsu Dragneel and his friends travel to the island Kingdom of Stella where they will reveal dark secrets fight the new enemies and once again save the world from destruction.
9279,Hannah and Her Sisters,Between two Thanksgivings Hannah's husband falls in love with her sister Lee while her hypochondriac ex-husband rekindles his relationship with her sister Holly.
9280,Hannah and Her Sisters,Between two Thanksgivings Hannah's husband falls in love with her sister Lee while her hypochondriac ex-husband rekindles his relationship with her sister Holly.
9281,By the Sea,Set in France during the mid-1970s Vanessa a former dancer and her husband Roland an American writer travel the country together. They seem to be growing apart but when they linger in one quiet seaside town they begin to draw close to some of its more vibrant inhabitants such as a local bar/café-keeper and a hotel owner.
9282,Azur & Asmar The Princes' Quest,Raised on tales of a Djinn fairy princess Azur a young Frenchman goes to North Africa in search of the sprite only to discover that his close childhood friend Asmar an Arab youth whose mother raised both boys also seeks the genie.
9283,Citizenfour,In June 2013 Laura Poitras and reporter Glenn Greenwald flew to Hong Kong for the first of many meetings with Edward Snowden. She brought her camera with her.
9284,Rebecca,After a whirlwind romance with a wealthy widower a naïve bride moves to his family estate but can't escape the haunting shadow of his late wife.
9285,Troll 2,When young Joshua learns that he will be going on vacation with his family to a small town called Nilbog he protests adamantly. He is warned by the spirit of his deceased grandfather that goblins populate the town. His parents Michael and Diana dismiss his apprehensions but soon learn to appreciate their son's warnings. Guided by his grandfather's ghost will Joshua and his family stand a chance in fighting off these evil beings?
9286,The Snow Queen 2 Refreeze,After the trolls' victory over the Snow Queen Orm claims that he is destined to marry the princess and inherit great power.
9287,Where Is My Friend's House?,An 8 year old boy must return his friend's notebook he took by mistake lest his friend be punished by expulsion from school.
9288,Miracle on 34th Street,Six-year-old Susan Walker has doubts about childhood's most enduring miracle—Santa Claus. Her mother told her the secret about Santa a long time ago but after meeting a special department store Santa who's convinced he's the real thing Susan is given the most precious gift of all—something to believe in.
9289,Land,Edee in the aftermath of an unfathomable event finds herself unable to stay connected to the world she once knew and in the face of that uncertainty retreats to the magnificent but unforgiving wilds of the Rockies. After a local hunter brings her back from the brink of death she must find a way to live again.
9290,Fandango,In 1971 five college buddies from the University of Texas embark on a final road trip odyssey across the Mexican border before facing up to uncertain futures in Vietnam and otherwise.
9291,The Forger,A former child art prodigy and second generation petty thief arranges to buy his way out of prison to spend time with his ailing son only to be forced to alter his plans and commit one more job for the man who financed his release.
9292,Critters 2,Three bounty hunters from space fly back to the town of Grovers Bend hoping to save local residents from a new batch of Critter eggs.
9293,Thesis,While doing a thesis about violence Ángela finds a snuff video where a girl is tortured to death. Soon she discovers that the girl was a former student at her college...
9294,Escape from Mogadishu,Diplomats from the North and South Korean embassies in Somalia attempt a daring joint escape from Mogadishu when the outbreak of civil war leaves them stranded.
9295,Windstorm 2,Summer vacation. Mika is overjoyed to see Windstorm again. But then she discovers strange wounds on the belly of Windstorm for which no one has an explanation. Yet this is Kaltenbach verge of bankruptcy! With a heavy heart Mika decides to participate in a variety tournament in which beckons a high prize money. But during training affects Windstorm distracted often he runs away easily. Mika pursued the black stallion until deep into the forest and is quite surprised: From the thicket a seemingly magical gray mare appears and the two horses dance around lovingly. Suddenly a strange boy named Milan appears who says the mare had escaped him. He claimed that he could Help Mika to win the tournament. But is there still time to save Kaltenbach?
9296,Zombie for Sale,When a pharmaceutical company's illegal experiments inadvertently create a zombie the strange Park family finds it and tries to profit from it.
9297,Feed,A group of social media experts are hired to help an old family business to strive. But they soon find themselves stuck on a tiny island in a lake in which an ancient Swedish witch is said to live.
9298,The 300 Spartans,Essentially true story of how Spartan king Leonidas led an extremely small army of Greek Soldiers (300 of his personal body guards from Sparta) to hold off an invading Persian army now thought to have numbered 250000.
9299,The Young Messiah,Tells the story of Jesus Christ at age seven as he and his family depart Egypt to return home to Nazareth. Told from his childhood perspective it follows young Jesus as he grows into his religious identity.
9300,Notes on a Scandal,A veteran high school teacher befriends a younger art teacher who is having an affair with one of her 15-year-old students. However her intentions with this new "friend" also go well beyond platonic friendship.
9301,Monster High Boo York Boo York,It's fright lights big city when the Monster High ghouls head to Boo York! Cleo de Nile is invited to attend a gancy gala celebrating the return of the magical comet and of course she brings along her beast friends. But their trip isn't all fun and frightseeing because Nefera Cleo's sister uses the comet's power for her own spooktacularly sneaky plans. Can the monsters unwrap the mystery of the comet in time to stop Nefera? Find out in Booy York Boo York the first-ever Monster High musical featuring eight original songs.
9302,Shallow Grave,When David Juliet and Alex are searching for a fourth roommate for their flat they settle on the aloof Hugo. However they soon find Hugo dead with a large sum of cash being among his belongings. The three friends decide to keep the money dismembering and burying Hugo's body. However their newfound fortune begins to corrode their friendships with each roommate resorting to manipulation tactics to scam the others out of the money.
9303,Cold Sweat,During the Korean War Joe Moran is convicted for striking a colonel. Imprisoned in Germany he encounters his former company commander Captain Ross jailed for black marketeering. Together with Ross' cohorts Joe agrees to escape with them but things go wrong and a policeman is killed. An appalled Joe escapes by himself abandoning the others who are recaptured. Years later Joe has a boat rental business where he is found by Ross. Now a wanted drug smuggler he wants the use of Joe's boats and to ensure his cooperation they kidnap his wife and daughter.
9304,Kama Sutra A Tale of Love,Tara and Maya are two inseparable friends in India. Their tastes habits and hobbies are the same. Years later the two have matured but have maintained their friendship. Tara gets married to the local prince Raj Singh who soon succeeds the throne as the sole heir. After the marriage Raj gets bored of Tara and starts seeking another female to satisfy his sexual needs. He notices Maya and is instantly attracted to her. He has her included as one of his courtesans and is intimate with her. Watch what happens when Tara finds out and the extent she will go to keep her marriage intact.
9305,Captain Blood,Dr. Peter Blood unjustly convicted of treason and exiled from England becomes a notorious pirate.
9306,Latte and the Magic Waterstone,When a greedy bear steals a magic stone to keep the forest’s water for himself a brave hedgehog and a timid squirrel must work together to retrieve it.
9307,It's the Great Pumpkin Charlie Brown,This classic "Peanuts" tale focuses on the thumb-sucking blanket-holding Linus and his touching faith in the "Great Pumpkin." When Linus discovers that no one else believes in the creature he sets out to prove that the Pumpkin's no myth—by spending the night alone in a pumpkin patch.
9308,Club Dread,When a serial killer interrupts the fun at the swanky Coconut Pete's Coconut Beach Resort -- a hedonistic island paradise for swingers --- it's up to the club's staff to stop the violence ... or at least hide it!
9309,Birth of the Dragon,Set against the backdrop of San Francisco’s Chinatown this cross-cultural biopic chronicles Bruce Lee’s emergence as a martial-arts superstar after his legendary secret showdown with fellow martial artist Wong Jack Man.
9310,Light of My Life,Parent and child journey through the outskirts of society a decade after a pandemic has wiped out half the world's population. As a father struggles to protect his child their bond—and the character of humanity—is tested.
9311,Fanboys,In 1999 Star Wars fanatics take a cross-country trip to George Lucas' Skywalker Ranch so their dying friend can see a screening of The Phantom Menace before its release.
9312,S.M.A.R.T. Chase,A washed-up private security agent has to escort a valuable Chinese antique out of Shanghai but is ambushed en route.
9313,Tomorrow When the War Began,Ellie Linton a teen from an Australian coastal town leads her friends on an excursion to a camp deep in the woods dubbed "Hell." Upon their return the youths find that their town has been overrun by an enemy army and their friends and family have been imprisoned. When the hostile invaders become alerted to their presence Ellie and her friends band together to escape -- and strike back against -- this mysterious enemy.
9314,Garfield Gets Real,Animated tale in which Garfield leaves the cartoon world for the real one but as the novelty wears off he begins looking for a way back before his cartoon strip is permanently cancelled.
9315,Crows Zero II,Genji and his victorious G.P.S. alliance find themselves facing down a new challenge by the students of Hosen Academy feared by everyone as 'The Army of Killers.' The two schools in fact have a history of bad blood between them. And the simmering embers of hatred are about to flare up again burning away any last remnants of the truce they had so rigorously observed until now.
9316,All the Devil's Men,A battle-scarred War on Terror bounty hunter is forced to go to London on a manhunt for a disavowed CIA operative which leads him into a deadly running battle with a former military comrade and his private army.
9317,Bleed for This,The inspirational story of World Champion Boxer Vinny Pazienza who after a near fatal car crash which left him not knowing if he'd ever walk again made one of sports most incredible comebacks.
9318,Official Competition,When a billionaire entrepreneur impulsively decides to create an iconic movie he demands the best. Renowned filmmaker Lola Cuevas is recruited to mastermind this ambitious endeavour. Completing the all-star team are two actors with massive talent but even bigger egos: Hollywood heartthrob Félix Rivero and radical theatre actor Iván Torres. Both are legends but not exactly best friends. Through a series of increasingly eccentric trials set by Lola Félix and Iván must confront not only each other but also their own legacies. Who will be left when the cameras finally start rolling?
9319,Foxcatcher,The greatest Olympic Wrestling Champion brother team joins Team Foxcatcher led by multimillionaire sponsor John E. du Pont as they train for the 1988 games in Seoul - a union that leads to unlikely circumstances.
